"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Build and deploy one unit of PostgreSQL and then test config with wrong parameters.","91636","test_config_parameters","tests.integration","2026-09-25","passed","2026-09-25","","test_config","",""
"Test worker process configuration parameters are applied correctly.","49567","test_worker_process_configs","tests.integration","2026-09-25","passed","2026-09-25","","test_config","",""
"Test that the pre-upgrade-check action runs successfully.","8293","test_pre_upgrade_check","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_upgrade_from_stable","",""
"Tries deploying an arm64 charm on amd64 host.","49048","test_arm_charm_on_amd_host","tests.integration","2026-09-25","passed","2026-09-25","","test_wrong_arch","",""
"Redeploy the charm in the same model to test that it works.","139034","test_redeploy_charm_same_model","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"","268138","test_extensions_blocking","tests.integration","2026-09-25","passed","2026-09-25","","test_db","",""
"Build and deploy two units of PostgreSQL in AWS and then test PITR backup and restore actions.","1707160","test_pitr_backup_ceph","tests.integration","2026-09-25","passed","2026-09-25","","test_backups_pitr_ceph","",""
"Test that an application can request additional databases using the same interface.","103704","test_an_application_can_request_multiple_databases","tests.integration.new_relations","2026-09-25","passed","2026-09-25","","test_new_relations_1","",""
"Build and deploy two units of PostgreSQL in GCP and then test the backup and restore actions.","0","test_backup_gcp","tests.integration","2026-09-25","skipped","2026-09-25","","test_backups_gcp","",""
"","2059","test_settings_are_correct[0]","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"","0","test_upgrade","tests.integration.ha_tests","2026-09-25","skipped","2026-09-25","","test_upgrade_to_primary_label","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","0","test_deploy_stable","tests.integration.ha_tests","2026-09-25","skipped","2026-09-25","","test_upgrade_to_primary_label","",""
"Test that async replication fails back correctly.","85657","test_async_replication_failover_in_secondary_cluster","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_async_replication","",""
"Test that check relation data.","262268","test_relations","tests.integration.new_relations","2026-09-25","passed","2026-09-25","","test_relations_coherence","",""
"","771405","test_discourse","tests.integration.new_relations","2026-09-25","passed","2026-09-25","","test_new_relations_2","",""
"Test that passwords don't get exposed on postgresql logs.","1074","test_no_password_exposed_on_logs","tests.integration","2026-09-25","passed","2026-09-25","","test_password_rotation","",""
"Test wal_compression configuration parameter.","49461","test_wal_compression_config","tests.integration","2026-09-25","passed","2026-09-25","","test_config","",""
"Build and deploy two units of PostgreSQL in microceph, test backup and restore actions.","593656","test_backup_ceph","tests.integration","2026-09-25","passed","2026-09-25","","test_backups_ceph","",""
"Deploy the charm and wait for active/idle.","153457","test_deploy","tests.integration","2026-09-25","passed","2026-09-25","","test_headless_service","",""
"","18","test_labels_consistency_across_pods[2]","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"Test the audit plugin.","137299","test_audit_plugin","tests.integration","2026-09-25","passed","2026-09-25","","test_audit","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","0","test_deploy_stable","tests.integration.ha_tests","2026-09-25","skipped","2026-09-25","","test_rollback_to_master_label","",""
"","37591","test_application_removal","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"Test that two different application connect to the database with different credentials.","86914","test_two_applications_doesnt_share_the_same_relation_data","tests.integration.new_relations","2026-09-25","passed","2026-09-25","","test_new_relations_1","",""
"","0","test_fail_and_rollback","tests.integration.ha_tests","2026-09-25","skipped","2026-09-25","","test_rollback_to_master_label","",""
"","2045","test_settings_are_correct[1]","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"Build and deploy three unit of PostgreSQL.","213785","test_build_and_deploy","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_self_healing_1","",""
"","0","test_block_on_missing_region","tests.integration","2026-09-25","skipped","2026-09-25","","test_backups_gcp","",""
"Checks if charm gets blocked when trying to disable a plugin in use.","156027","test_plugin_objects","tests.integration","2026-09-25","passed","2026-09-25","","test_plugins","",""
"Test that an application can connect to different clusters of the same database.","108228","test_an_application_can_connect_to_multiple_aliased_database_clusters","tests.integration.new_relations","2026-09-25","passed","2026-09-25","","test_new_relations_1","",""
"Test switching over to the second cluster.","177868","test_switchover","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_async_replication","",""
"","133202","test_legacy_and_modern_endpoints_simultaneously","tests.integration.relations","2026-09-25","passed","2026-09-25","","test_relations","",""
"A forceful restart with deleted data and without transaction logs (forced clone).","639765","test_forceful_restart_without_data_and_transaction_logs","tests.integration.ha_tests","2026-09-25","failed","2026-09-25","","test_self_healing_1","",""
"Delete headless service, verify error state, recreate, and recover.","35972","test_headless_service_error_and_recovery","tests.integration","2026-09-25","passed","2026-09-25","","test_headless_service","",""
"Test that a relation with no database name doesn't block the charm.","55691","test_relation_with_no_database_name","tests.integration.new_relations","2026-09-25","passed","2026-09-25","","test_new_relations_1","",""
"Kill primary unit, check reelection.","0","test_reelection","tests.integration.ha_tests","2026-09-25","skipped","2026-09-25","","test_replication","",""
"Deploy Mattermost to test the 'db' relation.

    Mattermost needs TLS enabled on PostgreSQL to correctly connect to it.

    Args:
        ops_test: The ops test framework
    ","96867","test_mattermost_db","tests.integration","2026-09-25","passed","2026-09-25","","test_tls","",""
"","80824","test_interruption_db_process[SIGTERM-postgres]","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_self_healing_1","",""
"","91863","test_interruption_db_process[SIGTERM-/usr/bin/patroni]","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_self_healing_1","",""
"Build and deploy three unit of PostgreSQL.","158333","test_build_and_deploy","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_synchronous_policy","",""
"Write to primary, read data from secondaries (check consistency).","0","test_consistency","tests.integration.ha_tests","2026-09-25","skipped","2026-09-25","","test_replication","",""
"Test that user can't connect with empty password.","2047","test_db_connection_with_empty_password","tests.integration","2026-09-25","passed","2026-09-25","","test_password_rotation","",""
"","20542","test_switchover_sync_standby","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"Test that the relation can be broken and re-established.","139420","test_reestablish_relation","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_async_replication","",""
"Test that there is no read-only endpoint in a standalone cluster.","97943","test_primary_read_only_endpoint_in_standalone_cluster","tests.integration.new_relations","2026-09-25","passed","2026-09-25","","test_new_relations_1","",""
"Test updating from stable channel.","274149","test_upgrade_from_stable","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_upgrade_from_stable","",""
"","39600","test_majority","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_synchronous_policy","",""
"Build and deploy two units of PostgreSQL in AWS and then test PITR backup and restore actions.","0","test_pitr_backup_aws","tests.integration","2026-09-25","skipped","2026-09-25","","test_backups_pitr_aws","",""
"Test that an application can connect to different clusters of the same database.","121785","test_an_application_can_connect_to_multiple_database_clusters","tests.integration.new_relations","2026-09-25","passed","2026-09-25","","test_new_relations_1","",""
"Trust existing blocked deployment.

    Assert on the application status recovering to active.
    ","128801","test_trust_blocked_deployment","tests.integration","2026-09-25","passed","2026-09-25","","test_trust","",""
"","368587","test_tls","tests.integration","2026-09-25","passed","2026-09-25","","test_tls","",""
"Test that the admin role gives access to all the databases.","144565","test_admin_role","tests.integration.new_relations","2026-09-25","passed","2026-09-25","","test_new_relations_1","",""
"Check that writes in one cluster are not replicated to another cluster.","0","test_no_data_replicated_between_clusters","tests.integration.ha_tests","2026-09-25","skipped","2026-09-25","","test_replication","",""
"","98125","test_interruption_db_process[SIGKILL-/usr/bin/patroni]","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_self_healing_1","",""
"","209548","test_pg_hba","tests.integration","2026-09-25","passed","2026-09-25","","test_pg_hba","",""
"Build and deploy one unit of PostgreSQL and then test the available plugins.","190741","test_plugins","tests.integration","2026-09-25","passed","2026-09-25","","test_plugins","",""
"Test that a previously broken relation would be functional if restored.","104717","test_restablish_relation","tests.integration.new_relations","2026-09-25","passed","2026-09-25","","test_new_relations_1","",""
"Deploy both charms (application and database) to use in the tests.","75632","test_deploy_charms","tests.integration.relations","2026-09-25","passed","2026-09-25","","test_relations","",""
"Build and deploy three unit of PostgreSQL.","1009146","test_build_and_deploy","tests.integration.ha_tests","2026-09-25","broken","2026-09-25","","test_replication","",""
"","0","test_delete_pod","tests.integration","2026-09-25","skipped","2026-09-25","","test_backups_gcp","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","38225","test_full_cluster_restart[SIGKILL-postgres]","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_self_healing_1","",""
"Build and deploy two units of PostgreSQL in GCP and then test PITR backup and restore actions.","0","test_pitr_backup_gcp","tests.integration","2026-09-25","skipped","2026-09-25","","test_backups_pitr_gcp","",""
"Build and deploy the charm and saturate its pgdata volume.","789801","test_filling_and_emptying_pgdata_storage","tests.integration","2026-09-25","passed","2026-09-25","","test_storage","",""
"Build the charm-under-test and deploy it.

    Assert on the unit status before any relations/configurations take place.
    ","137949","test_build_and_deploy","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"Remove unit with force while storage is alive.","94772","test_app_force_removal","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_smoke","",""
"","82855","test_roles_blocking","tests.integration","2026-09-25","passed","2026-09-25","","test_db","",""
"","17","test_database_is_up[0]","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"Completely cut and restore network.","0","test_network_cut","tests.integration.ha_tests","2026-09-25","skipped","2026-09-25","","test_self_healing_1","",""
"Test restart of all the units simultaneously.","112993","test_restart","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_restart","",""
"Tries deploying an amd64 charm on arm64 host.","0","test_amd_charm_on_arm_host","tests.integration","2026-09-25","skipped","2026-09-25","","test_wrong_arch","",""
"","19","test_labels_consistency_across_pods[0]","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"","2040","test_settings_are_correct[2]","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"","13","test_database_is_up[2]","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"Tests that an automatic failover is triggered after an issue happens in the leader.","20562","test_automatic_failover_after_leader_issue","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"Test data persists through a graceful restart.","19583","test_persist_data_through_graceful_restart","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"","25","test_labels_consistency_across_pods[1]","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"Test basic functionality of database relation interface.","259370","test_database_relation_with_charm_libraries","tests.integration.new_relations","2026-09-25","passed","2026-09-25","","test_new_relations_1","",""
"Build and deploy three unit of PostgreSQL.","212156","test_build_and_deploy","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_self_healing_2","",""
"Test data is replicated to new units after a scale up.","226931","test_scale_down_and_up","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"Test async replication between two PostgreSQL clusters.","229227","test_async_replication","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_async_replication","",""
"Test that the user is removed when the relation is broken.","52052","test_relation_broken","tests.integration.new_relations","2026-09-25","passed","2026-09-25","","test_new_relations_1","",""
"Tests that the cluster maintains a primary after the primary is deleted.","61825","test_cluster_is_stable_after_leader_deletion","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"Build the charm and deploy it.","166716","test_deploy_active","tests.integration","2026-09-25","passed","2026-09-25","","test_password_rotation","",""
"Tests deploying and relating to the Indico charm.","1968652","test_indico_datatabase","tests.integration.new_relations","2026-09-25","passed","2026-09-25","","test_new_relations_2","",""
"","43","test_exporter_is_up[0]","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"Test application deploy in dirty environment with garbage storage from another application.","581654","test_app_resources_conflicts","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_smoke","",""
"Test that in general, there is no change when password validation fails.","11623","test_no_password_change_on_invalid_password","tests.integration","2026-09-25","passed","2026-09-25","","test_password_rotation","",""
"","249500","test_upgrade_from_edge","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_upgrade","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","31394","test_full_cluster_restart[SIGTERM-/usr/bin/patroni]","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_self_healing_1","",""
"","310494","test_fail_and_rollback","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_upgrade","",""
"Test that async replication fails over correctly.","80498","test_async_replication_failover_in_main_cluster","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_async_replication","",""
"Test promoting the standby cluster.","81327","test_promote_standby","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_async_replication","",""
"","45","test_exporter_is_up[1]","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"Test that is possible to restore a backup to another PostgreSQL cluster.","0","test_restore_on_new_cluster","tests.integration","2026-09-25","skipped","2026-09-25","","test_backups_gcp","",""
"","27","test_application_created_required_resources","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","460986","test_deploy_latest","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_upgrade","",""
"Build and deploy three units of PostgreSQL.","74852","test_build_and_deploy","tests.integration","2026-09-25","passed","2026-09-25","","test_ldap","",""
"Test that the pre-upgrade-check action runs successfully.","7150","test_pre_upgrade_check","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_upgrade","",""
"Build and deploy two PostgreSQL cluster in two separate models to test async replication.","269877","test_deploy_async_replication_setup","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_async_replication","",""
"","15211","test_default_all","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_synchronous_policy","",""
"","95895","test_remove_tls","tests.integration","2026-09-25","passed","2026-09-25","","test_tls","",""
"Test that the charm can be deployed with a storage with more restrictive permissions.","70927","test_storage_with_more_restrictive_permissions","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"Redeploy the charm in the same model to test that it works after a forceful removal.","0","test_redeploy_charm_same_model_after_forcing_removal","tests.integration","2026-09-25","skipped","2026-09-25","","test_charm","",""
"Test that's possible to change PostgreSQL parameters.","72611","test_postgresql_parameters_change","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"","19","test_database_is_up[1]","tests.integration","2026-09-25","passed","2026-09-25","","test_charm","",""
"Build and deploy the charm with trust set to false.

    Assert on the unit status being blocked due to lack of trust.
    ","38600","test_deploy_without_trust","tests.integration","2026-09-25","passed","2026-09-25","","test_trust","",""
"","80624","test_interruption_db_process[SIGKILL-postgres]","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_self_healing_1","",""
"Test that the password can't be set to an empty string.","11148","test_empty_password","tests.integration","2026-09-25","passed","2026-09-25","","test_password_rotation","",""
"Build and deploy three units of PostgreSQL.","7072","test_build_and_deploy","tests.integration","2026-09-25","passed","2026-09-25","","test_tls","",""
"","272295","test_invalid_extra_user_roles","tests.integration.new_relations","2026-09-25","passed","2026-09-25","","test_new_relations_1","",""
"Test basic functionality of database relation interface.","225340","test_database_deploy_clientapps","tests.integration.new_relations","2026-09-25","passed","2026-09-25","","test_new_relations_2","",""
"Test that there is read-only endpoint in a scaled up cluster.","179372","test_read_only_endpoint_in_scaled_up_cluster","tests.integration.new_relations","2026-09-25","passed","2026-09-25","","test_new_relations_1","",""
"","39515","test_constant","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_synchronous_policy","",""
"Scale the database to zero units and scale up again.","184574","test_scaling_to_zero","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_self_healing_2","",""
"Test password rotation action.","165552","test_password_rotation","tests.integration","2026-09-25","passed","2026-09-25","","test_password_rotation","",""
"Test that async replication works when scaling the clusters.","618917","test_scaling","tests.integration.ha_tests","2026-09-25","passed","2026-09-25","","test_async_replication","",""
