"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","39100","test_constant","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_synchronous_policy","",""
"Test password rotation action.","141585","test_password_rotation","tests.integration","2026-09-24","passed","2026-09-24","","test_password_rotation","",""
"Test basic functionality of database relation interface.","158342","test_database_deploy_clientapps","tests.integration.new_relations","2026-09-24","passed","2026-09-24","","test_new_relations_2","",""
"Test that the pre-upgrade-check action runs successfully.","8152","test_pre_upgrade_check","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_upgrade_from_stable","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","0","test_deploy_stable","tests.integration.ha_tests","2026-09-24","skipped","2026-09-24","","test_rollback_to_master_label","",""
"Test that an application can connect to different clusters of the same database.","136187","test_an_application_can_connect_to_multiple_database_clusters","tests.integration.new_relations","2026-09-24","passed","2026-09-24","","test_new_relations_1","",""
"","30185","test_switchover_sync_standby","tests.integration","2026-09-24","passed","2026-09-24","","test_charm","",""
"","86650","test_roles_blocking","tests.integration","2026-09-24","passed","2026-09-24","","test_db","",""
"Kill primary unit, check reelection.","98680","test_reelection","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_replication","",""
"Test data persists through a failure.","93058","test_persist_data_through_failure","tests.integration","2026-09-24","passed","2026-09-24","","test_charm","",""
"Deploy Mattermost to test the 'db' relation.

    Mattermost needs TLS enabled on PostgreSQL to correctly connect to it.

    Args:
        ops_test: The ops test framework
    ","90826","test_mattermost_db","tests.integration","2026-09-24","passed","2026-09-24","","test_tls","",""
"","2053","test_settings_are_correct[2]","tests.integration","2026-09-24","passed","2026-09-24","","test_charm","",""
"Test that user can't connect with empty password.","2035","test_db_connection_with_empty_password","tests.integration","2026-09-24","passed","2026-09-24","","test_password_rotation","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","476116","test_deploy_stable","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_upgrade_from_stable","",""
"Test that check relation data.","274147","test_relations","tests.integration.new_relations","2026-09-24","passed","2026-09-24","","test_relations_coherence","",""
"Checks if charm gets blocked when trying to disable a plugin in use.","146478","test_plugin_objects","tests.integration","2026-09-24","passed","2026-09-24","","test_plugins","",""
"Deploy both charms (application and database) to use in the tests.","77636","test_deploy_charms","tests.integration.relations","2026-09-24","passed","2026-09-24","","test_relations","",""
"Delete headless service, verify error state, recreate, and recover.","27554","test_headless_service_error_and_recovery","tests.integration","2026-09-24","passed","2026-09-24","","test_headless_service","",""
"Test that the admin role gives access to all the databases.","163303","test_admin_role","tests.integration.new_relations","2026-09-24","passed","2026-09-24","","test_new_relations_1","",""
"Test that is possible to restore a backup to another PostgreSQL cluster.","0","test_restore_on_new_cluster","tests.integration","2026-09-24","skipped","2026-09-24","","test_backups_gcp","",""
"Test async replication between two PostgreSQL clusters.","188001","test_async_replication","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_async_replication","",""
"","82832","test_interruption_db_process[SIGKILL-postgres]","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_self_healing_1","",""
"Test that two different application connect to the database with different credentials.","114635","test_two_applications_doesnt_share_the_same_relation_data","tests.integration.new_relations","2026-09-24","passed","2026-09-24","","test_new_relations_1","",""
"Build and deploy three unit of PostgreSQL.","224932","test_build_and_deploy","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_replication","",""
"","88293","test_remove_tls","tests.integration","2026-09-24","passed","2026-09-24","","test_tls","",""
"Build the charm-under-test and deploy it.

    Assert on the unit status before any relations/configurations take place.
    ","153732","test_build_and_deploy","tests.integration","2026-09-24","passed","2026-09-24","","test_charm","",""
"Tries deploying an arm64 charm on amd64 host.","58941","test_arm_charm_on_amd_host","tests.integration","2026-09-24","passed","2026-09-24","","test_wrong_arch","",""
"Write to primary, read data from secondaries (check consistency).","15403","test_consistency","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_replication","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","489690","test_deploy_latest","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_upgrade","",""
"Build and deploy two units of PostgreSQL in AWS and then test PITR backup and restore actions.","0","test_pitr_backup_aws","tests.integration","2026-09-24","skipped","2026-09-24","","test_backups_pitr_aws","",""
"","326907","test_invalid_extra_user_roles","tests.integration.new_relations","2026-09-24","passed","2026-09-24","","test_new_relations_1","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","0","test_deploy_stable","tests.integration.ha_tests","2026-09-24","skipped","2026-09-24","","test_upgrade_to_primary_label","",""
"Checking if password is same as returned by CLI.

    I.e. we're manipulating the secret we think we're manipulating.
    ","2300","test_password_from_secret_same_as_cli","tests.integration","2026-09-24","passed","2026-09-24","","test_password_rotation","",""
"","54","test_database_is_up[0]","tests.integration","2026-09-24","passed","2026-09-24","","test_charm","",""
"","98024","test_interruption_db_process[SIGKILL-/usr/bin/patroni]","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_self_healing_1","",""
"Build and deploy three unit of PostgreSQL.","199148","test_build_and_deploy","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_synchronous_policy","",""
"Test that there is no read-only endpoint in a standalone cluster.","104847","test_primary_read_only_endpoint_in_standalone_cluster","tests.integration.new_relations","2026-09-24","passed","2026-09-24","","test_new_relations_1","",""
"","276614","test_upgrade_from_edge","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_upgrade","",""
"","89892","test_interruption_db_process[SIGTERM-/usr/bin/patroni]","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_self_healing_1","",""
"","0","test_block_on_missing_region","tests.integration","2026-09-24","skipped","2026-09-24","","test_backups_gcp","",""
"Test that a relation with no database name doesn't block the charm.","63403","test_relation_with_no_database_name","tests.integration.new_relations","2026-09-24","passed","2026-09-24","","test_new_relations_1","",""
"","26","test_labels_consistency_across_pods[1]","tests.integration","2026-09-24","passed","2026-09-24","","test_charm","",""
"Build and deploy two units of PostgreSQL in GCP and then test PITR backup and restore actions.","0","test_pitr_backup_gcp","tests.integration","2026-09-24","skipped","2026-09-24","","test_backups_pitr_gcp","",""
"Test restart of all the units simultaneously.","110807","test_restart","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_restart","",""
"Build the charm and deploy it.","152227","test_deploy_active","tests.integration","2026-09-24","passed","2026-09-24","","test_password_rotation","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","29698","test_full_cluster_restart[SIGKILL-/usr/bin/patroni]","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_self_healing_1","",""
"","0","test_upgrade","tests.integration.ha_tests","2026-09-24","skipped","2026-09-24","","test_upgrade_to_primary_label","",""
"Test that there is read-only endpoint in a scaled up cluster.","223159","test_read_only_endpoint_in_scaled_up_cluster","tests.integration.new_relations","2026-09-24","passed","2026-09-24","","test_new_relations_1","",""
"","0","test_fail_and_rollback","tests.integration.ha_tests","2026-09-24","skipped","2026-09-24","","test_rollback_to_master_label","",""
"","275779","test_extensions_blocking","tests.integration","2026-09-24","passed","2026-09-24","","test_db","",""
"","329780","test_fail_and_rollback","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_upgrade","",""
"","177","test_application_created_required_resources","tests.integration","2026-09-24","passed","2026-09-24","","test_charm","",""
"","3074","test_settings_are_correct[0]","tests.integration","2026-09-24","passed","2026-09-24","","test_charm","",""
"","80731","test_interruption_db_process[SIGTERM-postgres]","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_self_healing_1","",""
"Redeploy the charm in the same model to test that it works.","142274","test_redeploy_charm_same_model","tests.integration","2026-09-24","passed","2026-09-24","","test_charm","",""
"Build and deploy two units of PostgreSQL in microceph, test backup and restore actions.","588297","test_backup_ceph","tests.integration","2026-09-24","passed","2026-09-24","","test_backups_ceph","",""
"","111","test_exporter_is_up[2]","tests.integration","2026-09-24","passed","2026-09-24","","test_charm","",""
"Test updating from stable channel.","287528","test_upgrade_from_stable","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_upgrade_from_stable","",""
"Test charm deploy in dirty environment with garbage storage.","97865","test_app_garbage_ignorance","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_smoke","",""
"","42605","test_application_removal","tests.integration","2026-09-24","passed","2026-09-24","","test_charm","",""
"","33","test_labels_consistency_across_pods[2]","tests.integration","2026-09-24","passed","2026-09-24","","test_charm","",""
"","43","test_labels_consistency_across_pods[0]","tests.integration","2026-09-24","passed","2026-09-24","","test_charm","",""
"Build and deploy two PostgreSQL cluster in two separate models to test async replication.","232678","test_deploy_async_replication_setup","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_async_replication","",""
"Build and deploy three units of PostgreSQL.","72854","test_build_and_deploy","tests.integration","2026-09-24","passed","2026-09-24","","test_ldap","",""
"A forceful restart with deleted data and without transaction logs (forced clone).","65783","test_forceful_restart_without_data_and_transaction_logs","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_self_healing_1","",""
"Test that the password can't be set to an empty string.","8078","test_empty_password","tests.integration","2026-09-24","passed","2026-09-24","","test_password_rotation","",""
"Scale the database to zero units and scale up again.","223175","test_scaling_to_zero","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_self_healing_2","",""
"Deploy Finos Waltz to test the 'db' relation.

    Args:
        ops_test: The ops test framework
        charm: `charm` fixture
    ","613313","test_finos_waltz_db","tests.integration","2026-09-24","passed","2026-09-24","","test_db","",""
"Tests that the cluster maintains a primary after the primary is deleted.","63388","test_cluster_is_stable_after_leader_deletion","tests.integration","2026-09-24","passed","2026-09-24","","test_charm","",""
"Test that the relation can be broken and re-established.","131129","test_reestablish_relation","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_async_replication","",""
"Build and deploy three unit of PostgreSQL.","238625","test_build_and_deploy","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_self_healing_2","",""
"Build and deploy three units of PostgreSQL.","8504","test_build_and_deploy","tests.integration","2026-09-24","passed","2026-09-24","","test_tls","",""
"Tests deploying and relating to the Indico charm.","800657","test_indico_datatabase","tests.integration.new_relations","2026-09-24","passed","2026-09-24","","test_new_relations_2","",""
"","349681","test_tls","tests.integration","2026-09-24","passed","2026-09-24","","test_tls","",""
"Build and deploy a PostgreSQL cluster and a test application.","215243","test_deploy","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_restart","",""
"Tries deploying an amd64 charm on arm64 host.","0","test_amd_charm_on_arm_host","tests.integration","2026-09-24","skipped","2026-09-24","","test_wrong_arch","",""
"","2054","test_settings_are_correct[1]","tests.integration","2026-09-24","passed","2026-09-24","","test_charm","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","44961","test_full_cluster_restart[SIGTERM-postgres]","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_self_healing_1","",""
"Test the audit plugin.","155686","test_audit_plugin","tests.integration","2026-09-24","passed","2026-09-24","","test_audit","",""
"","130840","test_legacy_and_modern_endpoints_simultaneously","tests.integration.relations","2026-09-24","passed","2026-09-24","","test_relations","",""
"","138","test_exporter_is_up[1]","tests.integration","2026-09-24","passed","2026-09-24","","test_charm","",""
"Build and deploy two units of PostgreSQL in GCP and then test the backup and restore actions.","0","test_backup_gcp","tests.integration","2026-09-24","skipped","2026-09-24","","test_backups_gcp","",""
"Check that writes in one cluster are not replicated to another cluster.","136800","test_no_data_replicated_between_clusters","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_replication","",""
"Test that the charm can handle invalid and valid backup configurations.","0","test_invalid_config_and_recovery_after_fixing_it","tests.integration","2026-09-24","skipped","2026-09-24","","test_backups_gcp","",""
"Test data is replicated to new units after a scale up.","242625","test_scale_down_and_up","tests.integration","2026-09-24","passed","2026-09-24","","test_charm","",""
"Build and deploy the charm with trust set to false.

    Assert on the unit status being blocked due to lack of trust.
    ","48479","test_deploy_without_trust","tests.integration","2026-09-24","passed","2026-09-24","","test_trust","",""
"Test that in general, there is no change when password validation fails.","10425","test_no_password_change_on_invalid_password","tests.integration","2026-09-24","passed","2026-09-24","","test_password_rotation","",""
"Test that async replication works when scaling the clusters.","477957","test_scaling","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_async_replication","",""
"Test that the charm can be deployed with a storage with more restrictive permissions.","71934","test_storage_with_more_restrictive_permissions","tests.integration","2026-09-24","passed","2026-09-24","","test_charm","",""
"Test that an application can request additional databases using the same interface.","107333","test_an_application_can_request_multiple_databases","tests.integration.new_relations","2026-09-24","passed","2026-09-24","","test_new_relations_1","",""
"Test application deploy in dirty environment with garbage storage from another application.","583928","test_app_resources_conflicts","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_smoke","",""
"Test switching over to the second cluster.","149464","test_switchover","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_async_replication","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","30627","test_full_cluster_restart[SIGKILL-postgres]","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_self_healing_1","",""
"Test that an application can connect to different clusters of the same database.","127485","test_an_application_can_connect_to_multiple_aliased_database_clusters","tests.integration.new_relations","2026-09-24","passed","2026-09-24","","test_new_relations_1","",""
"Test that the user is removed when the relation is broken.","66333","test_relation_broken","tests.integration.new_relations","2026-09-24","passed","2026-09-24","","test_new_relations_1","",""
"Deploy the charm and wait for active/idle.","223891","test_deploy","tests.integration","2026-09-24","passed","2026-09-24","","test_headless_service","",""
"Test that async replication fails back correctly.","75428","test_async_replication_failover_in_secondary_cluster","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_async_replication","",""
"Build and deploy the charm and saturate its pgdata volume.","656264","test_filling_and_emptying_pgdata_storage","tests.integration","2026-09-24","passed","2026-09-24","","test_storage","",""
"Test basic functionality of database relation interface.","331016","test_database_relation_with_charm_libraries","tests.integration.new_relations","2026-09-24","passed","2026-09-24","","test_new_relations_1","",""
"Completely cut and restore network.","249659","test_network_cut","tests.integration.ha_tests","2026-09-24","passed","2026-09-24","","test_self_healing_1","",""
