"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that a relation with no database name doesn't block the charm.","52817","test_relation_with_no_database_name","tests.integration.new_relations","2026-09-23","passed","2026-09-23","","test_new_relations_1","",""
"Build and deploy the charm and saturate its pgdata volume.","670215","test_filling_and_emptying_pgdata_storage","tests.integration","2026-09-23","passed","2026-09-23","","test_storage","",""
"Tests that the cluster maintains a primary after the primary is deleted.","66073","test_cluster_is_stable_after_leader_deletion","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","0","test_deploy_stable","tests.integration.ha_tests","2026-09-23","skipped","2026-09-23","","test_upgrade_to_primary_label","",""
"","40641","test_constant","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_synchronous_policy","",""
"Test that an application can connect to different clusters of the same database.","99826","test_an_application_can_connect_to_multiple_database_clusters","tests.integration.new_relations","2026-09-23","passed","2026-09-23","","test_new_relations_1","",""
"Test that user can't connect with empty password.","2043","test_db_connection_with_empty_password","tests.integration","2026-09-23","passed","2026-09-23","","test_password_rotation","",""
"Deploy both charms (application and database) to use in the tests.","73986","test_deploy_charms","tests.integration.relations","2026-09-23","passed","2026-09-23","","test_relations","",""
"","216757","test_invalid_extra_user_roles","tests.integration.new_relations","2026-09-23","passed","2026-09-23","","test_new_relations_1","",""
"","69","test_application_created_required_resources","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"","2058","test_settings_are_correct[1]","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","29372","test_full_cluster_restart[SIGKILL-postgres]","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_self_healing_1","",""
"Test that async replication fails back correctly.","92104","test_async_replication_failover_in_secondary_cluster","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_async_replication","",""
"Test that is possible to restore a backup to another PostgreSQL cluster.","0","test_restore_on_new_cluster","tests.integration","2026-09-23","skipped","2026-09-23","","test_backups_gcp","",""
"Build and deploy three units of PostgreSQL.","86933","test_build_and_deploy","tests.integration","2026-09-23","passed","2026-09-23","","test_ldap","",""
"Test that the user is removed when the relation is broken.","40706","test_relation_broken","tests.integration.new_relations","2026-09-23","passed","2026-09-23","","test_new_relations_1","",""
"Trust existing blocked deployment.

    Assert on the application status recovering to active.
    ","160010","test_trust_blocked_deployment","tests.integration","2026-09-23","passed","2026-09-23","","test_trust","",""
"","83269","test_freeze_db_process[postgres]","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_self_healing_1","",""
"Build and deploy three units of PostgreSQL.","6817","test_build_and_deploy","tests.integration","2026-09-23","passed","2026-09-23","","test_tls","",""
"","84639","test_remove_tls","tests.integration","2026-09-23","passed","2026-09-23","","test_tls","",""
"Deploy Mattermost to test the 'db' relation.

    Mattermost needs TLS enabled on PostgreSQL to correctly connect to it.

    Args:
        ops_test: The ops test framework
    ","96472","test_mattermost_db","tests.integration","2026-09-23","passed","2026-09-23","","test_tls","",""
"Test that two different application connect to the database with different credentials.","96943","test_two_applications_doesnt_share_the_same_relation_data","tests.integration.new_relations","2026-09-23","passed","2026-09-23","","test_new_relations_1","",""
"Deploy the charm and wait for active/idle.","168159","test_deploy","tests.integration","2026-09-23","passed","2026-09-23","","test_headless_service","",""
"Test that the charm can be deployed with a storage with more restrictive permissions.","75277","test_storage_with_more_restrictive_permissions","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"Test that the admin role gives access to all the databases.","119083","test_admin_role","tests.integration.new_relations","2026-09-23","passed","2026-09-23","","test_new_relations_1","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","330912","test_deploy_stable","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_upgrade_from_stable","",""
"Build and deploy two units of PostgreSQL in GCP and then test the backup and restore actions.","0","test_backup_gcp","tests.integration","2026-09-23","skipped","2026-09-23","","test_backups_gcp","",""
"Test data persists through a failure.","93106","test_persist_data_through_failure","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"Tries deploying an arm64 charm on amd64 host.","60926","test_arm_charm_on_amd_host","tests.integration","2026-09-23","passed","2026-09-23","","test_wrong_arch","",""
"Build the charm-under-test and deploy it.

    Assert on the unit status before any relations/configurations take place.
    ","148366","test_build_and_deploy","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"","52","test_exporter_is_up[0]","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"Checks if charm gets blocked when trying to disable a plugin in use.","142455","test_plugin_objects","tests.integration","2026-09-23","passed","2026-09-23","","test_plugins","",""
"","275620","test_upgrade_from_edge","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_upgrade","",""
"","15736","test_default_all","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_synchronous_policy","",""
"Kill primary unit, check reelection.","84599","test_reelection","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_replication","",""
"Check that writes in one cluster are not replicated to another cluster.","136824","test_no_data_replicated_between_clusters","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_replication","",""
"Build and deploy three unit of PostgreSQL.","229901","test_build_and_deploy","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_replication","",""
"","80877","test_interruption_db_process[SIGTERM-postgres]","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_self_healing_1","",""
"Test updating from stable channel.","321440","test_upgrade_from_stable","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_upgrade_from_stable","",""
"Build and deploy two units of PostgreSQL in AWS and then test PITR backup and restore actions.","1771202","test_pitr_backup_ceph","tests.integration","2026-09-23","passed","2026-09-23","","test_backups_pitr_ceph","",""
"","80689","test_interruption_db_process[SIGKILL-postgres]","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_self_healing_1","",""
"Test that the pre-upgrade-check action runs successfully.","7148","test_pre_upgrade_check","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_upgrade_from_stable","",""
"Test that passwords don't get exposed on postgresql logs.","816","test_no_password_exposed_on_logs","tests.integration","2026-09-23","passed","2026-09-23","","test_password_rotation","",""
"Build and deploy two units of PostgreSQL in AWS and then test PITR backup and restore actions.","0","test_pitr_backup_aws","tests.integration","2026-09-23","skipped","2026-09-23","","test_backups_pitr_aws","",""
"","0","test_delete_pod","tests.integration","2026-09-23","skipped","2026-09-23","","test_backups_gcp","",""
"","38262","test_majority","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_synchronous_policy","",""
"Build and deploy two units of PostgreSQL in AWS and then test the backup and restore actions.","0","test_backup_aws","tests.integration","2026-09-23","skipped","2026-09-23","","test_backups_aws","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","522078","test_deploy_latest","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_upgrade","",""
"","302093","test_fail_and_rollback","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_upgrade","",""
"Completely cut and restore network.","248190","test_network_cut","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_self_healing_1","",""
"Test data persists through a graceful restart.","19231","test_persist_data_through_graceful_restart","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"","0","test_fail_and_rollback","tests.integration.ha_tests","2026-09-23","skipped","2026-09-23","","test_rollback_to_master_label","",""
"Test that an application can request additional databases using the same interface.","73648","test_an_application_can_request_multiple_databases","tests.integration.new_relations","2026-09-23","passed","2026-09-23","","test_new_relations_1","",""
"","49","test_exporter_is_up[2]","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"","59","test_exporter_is_up[1]","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"A forceful restart with deleted data and without transaction logs (forced clone).","66917","test_forceful_restart_without_data_and_transaction_logs","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_self_healing_1","",""
"Test worker process configuration parameters are applied correctly.","46498","test_worker_process_configs","tests.integration","2026-09-23","passed","2026-09-23","","test_config","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","35588","test_full_cluster_restart[SIGTERM-/usr/bin/patroni]","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_self_healing_1","",""
"","99098","test_interruption_db_process[SIGKILL-/usr/bin/patroni]","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_self_healing_1","",""
"Test that check relation data.","258104","test_relations","tests.integration.new_relations","2026-09-23","passed","2026-09-23","","test_relations_coherence","",""
"","20","test_database_is_up[0]","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"Test that there is read-only endpoint in a scaled up cluster.","157352","test_read_only_endpoint_in_scaled_up_cluster","tests.integration.new_relations","2026-09-23","passed","2026-09-23","","test_new_relations_1","",""
"Test data is replicated to new units after a scale up.","247225","test_scale_down_and_up","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"Build and deploy two units of PostgreSQL in GCP and then test PITR backup and restore actions.","0","test_pitr_backup_gcp","tests.integration","2026-09-23","skipped","2026-09-23","","test_backups_pitr_gcp","",""
"","2062","test_settings_are_correct[2]","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","40976","test_full_cluster_restart[SIGTERM-postgres]","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_self_healing_1","",""
"Build and deploy one unit of PostgreSQL and then test the available plugins.","168947","test_plugins","tests.integration","2026-09-23","passed","2026-09-23","","test_plugins","",""
"","154443","test_legacy_and_modern_endpoints_simultaneously","tests.integration.relations","2026-09-23","passed","2026-09-23","","test_relations","",""
"Build and deploy three unit of PostgreSQL.","191488","test_build_and_deploy","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_synchronous_policy","",""
"Test basic functionality of database relation interface.","152880","test_database_deploy_clientapps","tests.integration.new_relations","2026-09-23","passed","2026-09-23","","test_new_relations_2","",""
"Build and deploy two PostgreSQL cluster in two separate models to test async replication.","297898","test_deploy_async_replication_setup","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_async_replication","",""
"Test that the relation can be broken and re-established.","130943","test_reestablish_relation","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_async_replication","",""
"","0","test_upgrade","tests.integration.ha_tests","2026-09-23","skipped","2026-09-23","","test_upgrade_to_primary_label","",""
"Test wal_compression configuration parameter.","50540","test_wal_compression_config","tests.integration","2026-09-23","passed","2026-09-23","","test_config","",""
"Test that's possible to change PostgreSQL parameters.","63117","test_postgresql_parameters_change","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"Test charm deploy in dirty environment with garbage storage.","101880","test_app_garbage_ignorance","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_smoke","",""
"Test that async replication works when scaling the clusters.","496148","test_scaling","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_async_replication","",""
"Build and deploy one unit of PostgreSQL and then test config with wrong parameters.","119364","test_config_parameters","tests.integration","2026-09-23","passed","2026-09-23","","test_config","",""
"","86567","test_freeze_db_process[/usr/bin/patroni]","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_self_healing_1","",""
"","0","test_block_on_missing_region","tests.integration","2026-09-23","skipped","2026-09-23","","test_backups_gcp","",""
"Test the audit plugin.","141296","test_audit_plugin","tests.integration","2026-09-23","passed","2026-09-23","","test_audit","",""
"Deploy Finos Waltz to test the 'db' relation.

    Args:
        ops_test: The ops test framework
        charm: `charm` fixture
    ","647892","test_finos_waltz_db","tests.integration","2026-09-23","passed","2026-09-23","","test_db","",""
"","339246","test_tls","tests.integration","2026-09-23","passed","2026-09-23","","test_tls","",""
"Write to primary, read data from secondaries (check consistency).","15481","test_consistency","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_replication","",""
"Redeploy the charm in the same model to test that it works after a forceful removal.","0","test_redeploy_charm_same_model_after_forcing_removal","tests.integration","2026-09-23","skipped","2026-09-23","","test_charm","",""
"Tests that an automatic failover is triggered after an issue happens in the leader.","20207","test_automatic_failover_after_leader_issue","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"Checking if password is same as returned by CLI.

    I.e. we're manipulating the secret we think we're manipulating.
    ","2380","test_password_from_secret_same_as_cli","tests.integration","2026-09-23","passed","2026-09-23","","test_password_rotation","",""
"Test that the pre-upgrade-check action runs successfully.","8151","test_pre_upgrade_check","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_upgrade","",""
"Build and deploy a PostgreSQL cluster and a test application.","214322","test_deploy","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_restart","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","0","test_deploy_stable","tests.integration.ha_tests","2026-09-23","skipped","2026-09-23","","test_rollback_to_master_label","",""
"","16","test_labels_consistency_across_pods[1]","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","32092","test_full_cluster_restart[SIGKILL-/usr/bin/patroni]","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_self_healing_1","",""
"Build and deploy two units of PostgreSQL in microceph, test backup and restore actions.","594152","test_backup_ceph","tests.integration","2026-09-23","passed","2026-09-23","","test_backups_ceph","",""
"Delete headless service, verify error state, recreate, and recover.","33591","test_headless_service_error_and_recovery","tests.integration","2026-09-23","passed","2026-09-23","","test_headless_service","",""
"Test superuser actions and the request for more permissions.","680","test_user_with_extra_roles","tests.integration.new_relations","2026-09-23","passed","2026-09-23","","test_new_relations_1","",""
"Build and deploy three unit of PostgreSQL.","205243","test_build_and_deploy","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_self_healing_1","",""
"","90005","test_interruption_db_process[SIGTERM-/usr/bin/patroni]","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_self_healing_1","",""
"","30205","test_switchover_sync_standby","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"Test that in general, there is no change when password validation fails.","11805","test_no_password_change_on_invalid_password","tests.integration","2026-09-23","passed","2026-09-23","","test_password_rotation","",""
"","85628","test_roles_blocking","tests.integration","2026-09-23","passed","2026-09-23","","test_db","",""
"Redeploy the charm in the same model to test that it works.","154286","test_redeploy_charm_same_model","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"","265296","test_glauth_integration","tests.integration","2026-09-23","passed","2026-09-23","","test_ldap","",""
"Test basic functionality of database relation interface.","230079","test_database_relation_with_charm_libraries","tests.integration.new_relations","2026-09-23","passed","2026-09-23","","test_new_relations_1","",""
"Build and deploy the charm with trust set to false.

    Assert on the unit status being blocked due to lack of trust.
    ","40576","test_deploy_without_trust","tests.integration","2026-09-23","passed","2026-09-23","","test_trust","",""
"","213102","test_pg_hba","tests.integration","2026-09-23","passed","2026-09-23","","test_pg_hba","",""
"Test that the charm can handle invalid and valid backup configurations.","0","test_invalid_config_and_recovery_after_fixing_it","tests.integration","2026-09-23","skipped","2026-09-23","","test_backups_gcp","",""
"Remove unit with force while storage is alive.","100831","test_app_force_removal","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_smoke","",""
"Test restart of all the units simultaneously.","114303","test_restart","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_restart","",""
"Test that a previously broken relation would be functional if restored.","93287","test_restablish_relation","tests.integration.new_relations","2026-09-23","passed","2026-09-23","","test_new_relations_1","",""
"","2059","test_settings_are_correct[0]","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"Test that there is no read-only endpoint in a standalone cluster.","103268","test_primary_read_only_endpoint_in_standalone_cluster","tests.integration.new_relations","2026-09-23","passed","2026-09-23","","test_new_relations_1","",""
"","803930","test_discourse","tests.integration.new_relations","2026-09-23","broken","2026-09-23","","test_new_relations_2","",""
"","19","test_database_is_up[2]","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"Test switching over to the second cluster.","166062","test_switchover","tests.integration.ha_tests","2026-09-23","passed","2026-09-23","","test_async_replication","",""
"","41609","test_application_removal","tests.integration","2026-09-23","passed","2026-09-23","","test_charm","",""
"Test that the password can't be set to an empty string.","9100","test_empty_password","tests.integration","2026-09-23","passed","2026-09-23","","test_password_rotation","",""
